sales_date,GTIN,product_name,weekday_name,month_name,dominant_weather_type,dominant_temp_category,daily_sales_count,daily_sales_value
2019-06-29,GTIN-8000920461235,Calippo Cola 105ml,SAT,JUN,cloudy,warm,731,1454.69
2019-06-29,GTIN-8711327313712,Magnum Vegan Classic 90ml,SAT,JUN,cloudy,warm,627,1874.73
2019-06-29,GTIN-8711327319714,Cornetto Classico 120ml,SAT,JUN,cloudy,warm,574,2290.26
2019-06-29,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,SAT,JUN,cloudy,warm,637,1904.63
2019-06-29,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,SAT,JUN,cloudy,warm,614,2449.86
2019-06-29,GTIN-8711918648606,Walls Feast Classic 90ml,SAT,JUN,cloudy,warm,758,1508.42
2019-06-29,GTIN-8720000066784,Solero Exotic 90ml,SAT,JUN,cloudy,warm,729,1450.71
2019-06-30,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,SUN,JUN,sunny,warm,679,1011.71
2019-06-30,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,SUN,JUN,sunny,warm,719,1071.31
2019-06-30,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,SUN,JUN,sunny,warm,713,1775.37
2019-06-30,GTIN-8000920461235,Calippo Cola 105ml,SUN,JUN,sunny,warm,698,1389.02
2019-06-30,GTIN-8711327313712,Magnum Vegan Classic 90ml,SUN,JUN,sunny,warm,644,1925.56
2019-06-30,GTIN-8711327319714,Cornetto Classico 120ml,SUN,JUN,sunny,warm,603,2405.97
2019-06-30,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,SUN,JUN,sunny,warm,668,1997.32
2019-06-30,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,SUN,JUN,sunny,warm,629,2509.71
2019-06-30,GTIN-8711918648606,Walls Feast Classic 90ml,SUN,JUN,sunny,warm,706,1404.94
2019-06-30,GTIN-8720000066784,Solero Exotic 90ml,SUN,JUN,sunny,warm,760,1512.4
2019-07-01,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,MON,JUL,sunny,hot,1272,1895.28
2019-07-01,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,MON,JUL,sunny,hot,1244,1853.56
2019-07-01,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,MON,JUL,sunny,hot,1198,2983.02
2019-07-01,GTIN-8000920461235,Calippo Cola 105ml,MON,JUL,sunny,hot,1161,2310.39
2019-07-01,GTIN-8711327313712,Magnum Vegan Classic 90ml,MON,JUL,sunny,hot,1068,3193.32
2019-07-01,GTIN-8711327319714,Cornetto Classico 120ml,MON,JUL,sunny,hot,876,3495.24
2019-07-01,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,MON,JUL,sunny,hot,984,2942.16
2019-07-01,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,MON,JUL,sunny,hot,866,3455.34
2019-07-01,GTIN-8711918648606,Walls Feast Classic 90ml,MON,JUL,sunny,hot,1048,2085.52
2019-07-01,GTIN-8720000066784,Solero Exotic 90ml,MON,JUL,sunny,hot,1085,2159.15
2019-07-02,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,TUE,JUL,rainy,warm,190,283.1
2019-07-02,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,TUE,JUL,rainy,warm,157,233.93
2019-07-02,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,TUE,JUL,rainy,warm,172,428.28
2019-07-02,GTIN-8000920461235,Calippo Cola 105ml,TUE,JUL,rainy,warm,189,376.11
2019-07-02,GTIN-8711327313712,Magnum Vegan Classic 90ml,TUE,JUL,rainy,warm,149,445.51
2019-07-02,GTIN-8711327319714,Cornetto Classico 120ml,TUE,JUL,rainy,warm,156,622.44
2019-07-02,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,TUE,JUL,rainy,warm,178,532.22
2019-07-02,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,TUE,JUL,rainy,warm,146,582.54
2019-07-02,GTIN-8711918648606,Walls Feast Classic 90ml,TUE,JUL,rainy,warm,172,342.28
2019-07-02,GTIN-8720000066784,Solero Exotic 90ml,TUE,JUL,rainy,warm,181,360.19
2019-07-03,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,WED,JUL,sunny,warm,711,1059.39
2019-07-03,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,WED,JUL,sunny,warm,680,1013.2
2019-07-03,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,WED,JUL,sunny,warm,723,1800.27
2019-07-03,GTIN-8000920461235,Calippo Cola 105ml,WED,JUL,sunny,warm,740,1472.6
2019-07-03,GTIN-8711327313712,Magnum Vegan Classic 90ml,WED,JUL,sunny,warm,651,1946.49
2019-07-03,GTIN-8711327319714,Cornetto Classico 120ml,WED,JUL,sunny,warm,571,2278.29
2019-07-03,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,WED,JUL,sunny,warm,650,1943.5
2019-07-03,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,WED,JUL,sunny,warm,622,2481.78
2019-07-03,GTIN-8711918648606,Walls Feast Classic 90ml,WED,JUL,sunny,warm,682,1357.18
2019-07-03,GTIN-8720000066784,Solero Exotic 90ml,WED,JUL,sunny,warm,702,1396.98
2019-07-04,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,THU,JUL,rainy,hot,969,1443.81
2019-07-04,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,THU,JUL,rainy,hot,1039,1548.11
2019-07-04,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,THU,JUL,rainy,hot,898,2236.02
2019-07-04,GTIN-8000920461235,Calippo Cola 105ml,THU,JUL,rainy,hot,874,1739.26
2019-07-04,GTIN-8711327313712,Magnum Vegan Classic 90ml,THU,JUL,rainy,hot,820,2451.8
2019-07-04,GTIN-8711327319714,Cornetto Classico 120ml,THU,JUL,rainy,hot,691,2757.09
2019-07-04,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,THU,JUL,rainy,hot,799,2389.01
2019-07-04,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,THU,JUL,rainy,hot,717,2860.83
2019-07-04,GTIN-8711918648606,Walls Feast Classic 90ml,THU,JUL,rainy,hot,884,1759.16
2019-07-04,GTIN-8720000066784,Solero Exotic 90ml,THU,JUL,rainy,hot,866,1723.34
2019-07-05,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,FRI,JUL,cloudy,warm,735,1095.15
2019-07-05,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,FRI,JUL,cloudy,warm,688,1025.12
2019-07-05,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,FRI,JUL,cloudy,warm,745,1855.05
2019-07-05,GTIN-8000920461235,Calippo Cola 105ml,FRI,JUL,cloudy,warm,708,1408.92
2019-07-05,GTIN-8711327313712,Magnum Vegan Classic 90ml,FRI,JUL,cloudy,warm,658,1967.42
2019-07-05,GTIN-8711327319714,Cornetto Classico 120ml,FRI,JUL,cloudy,warm,564,2250.36
2019-07-05,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,FRI,JUL,cloudy,warm,695,2078.05
2019-07-05,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,FRI,JUL,cloudy,warm,583,2326.17
2019-07-05,GTIN-8711918648606,Walls Feast Classic 90ml,FRI,JUL,cloudy,warm,724,1440.76
2019-07-05,GTIN-8720000066784,Solero Exotic 90ml,FRI,JUL,cloudy,warm,734,1460.66
2019-07-06,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,SAT,JUL,rainy,hot,1011,1506.39
2019-07-06,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,SAT,JUL,rainy,hot,952,1418.48
2019-07-06,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,SAT,JUL,rainy,hot,893,2223.57
2019-07-06,GTIN-8000920461235,Calippo Cola 105ml,SAT,JUL,rainy,hot,846,1683.54
2019-07-06,GTIN-8711327313712,Magnum Vegan Classic 90ml,SAT,JUL,rainy,hot,856,2559.44
2019-07-06,GTIN-8711327319714,Cornetto Classico 120ml,SAT,JUL,rainy,hot,726,2896.74
2019-07-06,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,SAT,JUL,rainy,hot,875,2616.25
2019-07-06,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,SAT,JUL,rainy,hot,708,2824.92
2019-07-06,GTIN-8711918648606,Walls Feast Classic 90ml,SAT,JUL,rainy,hot,855,1701.45
2019-07-06,GTIN-8720000066784,Solero Exotic 90ml,SAT,JUL,rainy,hot,874,1739.26
2019-07-07,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,SUN,JUL,sunny,hot,1181,1759.69
2019-07-07,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,SUN,JUL,sunny,hot,1255,1869.95
2019-07-07,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,SUN,JUL,sunny,hot,1285,3199.65
2019-07-07,GTIN-8000920461235,Calippo Cola 105ml,SUN,JUL,sunny,hot,1145,2278.55
2019-07-07,GTIN-8711327313712,Magnum Vegan Classic 90ml,SUN,JUL,sunny,hot,1020,3049.8
2019-07-07,GTIN-8711327319714,Cornetto Classico 120ml,SUN,JUL,sunny,hot,895,3571.05
2019-07-07,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,SUN,JUL,sunny,hot,996,2978.04
2019-07-07,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,SUN,JUL,sunny,hot,937,3738.63
2019-07-07,GTIN-8711918648606,Walls Feast Classic 90ml,SUN,JUL,sunny,hot,1095,2179.05
2019-07-07,GTIN-8720000066784,Solero Exotic 90ml,SUN,JUL,sunny,hot,1096,2181.04
2019-07-08,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,MON,JUL,rainy,warm,175,260.75
2019-07-08,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,MON,JUL,rainy,warm,180,268.2
2019-07-08,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,MON,JUL,rainy,warm,180,448.2
2019-07-08,GTIN-8000920461235,Calippo Cola 105ml,MON,JUL,rainy,warm,175,348.25
2019-07-08,GTIN-8711327313712,Magnum Vegan Classic 90ml,MON,JUL,rainy,warm,168,502.32
2019-07-08,GTIN-8711327319714,Cornetto Classico 120ml,MON,JUL,rainy,warm,133,530.67
2019-07-08,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,MON,JUL,rainy,warm,163,487.37
2019-07-08,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,MON,JUL,rainy,warm,156,622.44
2019-07-08,GTIN-8711918648606,Walls Feast Classic 90ml,MON,JUL,rainy,warm,177,352.23
2019-07-08,GTIN-8720000066784,Solero Exotic 90ml,MON,JUL,rainy,warm,151,300.49
2019-07-09,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,TUE,JUL,sunny,warm,718,1069.82
2019-07-09,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,TUE,JUL,sunny,warm,719,1071.31
2019-07-09,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,TUE,JUL,sunny,warm,685,1705.65
2019-07-09,GTIN-8000920461235,Calippo Cola 105ml,TUE,JUL,sunny,warm,703,1398.97
2019-07-09,GTIN-8711327313712,Magnum Vegan Classic 90ml,TUE,JUL,sunny,warm,655,1958.45
2019-07-09,GTIN-8711327319714,Cornetto Classico 120ml,TUE,JUL,sunny,warm,586,2338.14
2019-07-09,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,TUE,JUL,sunny,warm,729,2179.71
2019-07-09,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,TUE,JUL,sunny,warm,621,2477.79
2019-07-09,GTIN-8711918648606,Walls Feast Classic 90ml,TUE,JUL,sunny,warm,682,1357.18
2019-07-09,GTIN-8720000066784,Solero Exotic 90ml,TUE,JUL,sunny,warm,711,1414.89
2019-07-10,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,WED,JUL,rainy,hot,943,1405.07
2019-07-10,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,WED,JUL,rainy,hot,977,1455.73
2019-07-10,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,WED,JUL,rainy,hot,1010,2514.9
2019-07-10,GTIN-8000920461235,Calippo Cola 105ml,WED,JUL,rainy,hot,914,1818.86
2019-07-10,GTIN-8711327313712,Magnum Vegan Classic 90ml,WED,JUL,rainy,hot,822,2457.78
2019-07-10,GTIN-8711327319714,Cornetto Classico 120ml,WED,JUL,rainy,hot,695,2773.05
2019-07-10,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,WED,JUL,rainy,hot,837,2502.63
2019-07-10,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,WED,JUL,rainy,hot,676,2697.24
2019-07-10,GTIN-8711918648606,Walls Feast Classic 90ml,WED,JUL,rainy,hot,915,1820.85
2019-07-10,GTIN-8720000066784,Solero Exotic 90ml,WED,JUL,rainy,hot,906,1802.94
2019-07-11,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,THU,JUL,sunny,hot,1229,1831.21
2019-07-11,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,THU,JUL,sunny,hot,1215,1810.35
2019-07-11,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,THU,JUL,sunny,hot,1151,2865.99
2019-07-11,GTIN-8000920461235,Calippo Cola 105ml,THU,JUL,sunny,hot,1111,2210.89
2019-07-11,GTIN-8711327313712,Magnum Vegan Classic 90ml,THU,JUL,sunny,hot,1057,3160.43
2019-07-11,GTIN-8711327319714,Cornetto Classico 120ml,THU,JUL,sunny,hot,905,3610.95
2019-07-11,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,THU,JUL,sunny,hot,1075,3214.25
2019-07-11,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,THU,JUL,sunny,hot,880,3511.2
2019-07-11,GTIN-8711918648606,Walls Feast Classic 90ml,THU,JUL,sunny,hot,1073,2135.27
2019-07-11,GTIN-8720000066784,Solero Exotic 90ml,THU,JUL,sunny,hot,1055,2099.45
2019-07-12,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,FRI,JUL,sunny,hot,1218,1814.82
2019-07-12,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,FRI,JUL,sunny,hot,1231,1834.19
2019-07-12,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,FRI,JUL,sunny,hot,1224,3047.76
2019-07-12,GTIN-8000920461235,Calippo Cola 105ml,FRI,JUL,sunny,hot,1139,2266.61
2019-07-12,GTIN-8711327313712,Magnum Vegan Classic 90ml,FRI,JUL,sunny,hot,1006,3007.94
2019-07-12,GTIN-8711327319714,Cornetto Classico 120ml,FRI,JUL,sunny,hot,902,3598.98
2019-07-12,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,FRI,JUL,sunny,hot,955,2855.45
2019-07-12,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,FRI,JUL,sunny,hot,902,3598.98
2019-07-12,GTIN-8711918648606,Walls Feast Classic 90ml,FRI,JUL,sunny,hot,1155,2298.45
2019-07-12,GTIN-8720000066784,Solero Exotic 90ml,FRI,JUL,sunny,hot,1101,2190.99
2019-07-13,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,SAT,JUL,rainy,hot,1012,1507.88
2019-07-13,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,SAT,JUL,rainy,hot,990,1475.1
2019-07-13,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,SAT,JUL,rainy,hot,1003,2497.47
2019-07-13,GTIN-8000920461235,Calippo Cola 105ml,SAT,JUL,rainy,hot,867,1725.33
2019-07-13,GTIN-8711327313712,Magnum Vegan Classic 90ml,SAT,JUL,rainy,hot,767,2293.33
2019-07-13,GTIN-8711327319714,Cornetto Classico 120ml,SAT,JUL,rainy,hot,710,2832.9
2019-07-13,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,SAT,JUL,rainy,hot,815,2436.85
2019-07-13,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,SAT,JUL,rainy,hot,724,2888.76
2019-07-13,GTIN-8711918648606,Walls Feast Classic 90ml,SAT,JUL,rainy,hot,871,1733.29
2019-07-13,GTIN-8720000066784,Solero Exotic 90ml,SAT,JUL,rainy,hot,887,1765.13
2019-07-14,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,SUN,JUL,cloudy,hot,911,1357.39
2019-07-14,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,SUN,JUL,cloudy,hot,973,1449.77
2019-07-14,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,SUN,JUL,cloudy,hot,935,2328.15
2019-07-14,GTIN-8000920461235,Calippo Cola 105ml,SUN,JUL,cloudy,hot,818,1627.82
2019-07-14,GTIN-8711327313712,Magnum Vegan Classic 90ml,SUN,JUL,cloudy,hot,817,2442.83
2019-07-14,GTIN-8711327319714,Cornetto Classico 120ml,SUN,JUL,cloudy,hot,699,2789.01
2019-07-14,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,SUN,JUL,cloudy,hot,830,2481.7
2019-07-14,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,SUN,JUL,cloudy,hot,729,2908.71
2019-07-14,GTIN-8711918648606,Walls Feast Classic 90ml,SUN,JUL,cloudy,hot,914,1818.86
2019-07-14,GTIN-8720000066784,Solero Exotic 90ml,SUN,JUL,cloudy,hot,871,1733.29
2019-07-15,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,MON,JUL,rainy,hot,973,1449.77
2019-07-15,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,MON,JUL,rainy,hot,921,1372.29
2019-07-15,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,MON,JUL,rainy,hot,967,2407.83
2019-07-15,GTIN-8000920461235,Calippo Cola 105ml,MON,JUL,rainy,hot,932,1854.68
2019-07-15,GTIN-8711327313712,Magnum Vegan Classic 90ml,MON,JUL,rainy,hot,828,2475.72
2019-07-15,GTIN-8711327319714,Cornetto Classico 120ml,MON,JUL,rainy,hot,696,2777.04
2019-07-15,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,MON,JUL,rainy,hot,828,2475.72
2019-07-15,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,MON,JUL,rainy,hot,720,2872.8
2019-07-15,GTIN-8711918648606,Walls Feast Classic 90ml,MON,JUL,rainy,hot,872,1735.28
2019-07-15,GTIN-8720000066784,Solero Exotic 90ml,MON,JUL,rainy,hot,839,1669.61
2019-07-16,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,TUE,JUL,rainy,hot,958,1427.42
2019-07-16,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,TUE,JUL,rainy,hot,1027,1530.23
2019-07-16,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,TUE,JUL,rainy,hot,899,2238.51
2019-07-16,GTIN-8000920461235,Calippo Cola 105ml,TUE,JUL,rainy,hot,921,1832.79
2019-07-16,GTIN-8711327313712,Magnum Vegan Classic 90ml,TUE,JUL,rainy,hot,807,2412.93
2019-07-16,GTIN-8711327319714,Cornetto Classico 120ml,TUE,JUL,rainy,hot,751,2996.49
2019-07-16,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,TUE,JUL,rainy,hot,822,2457.78
2019-07-16,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,TUE,JUL,rainy,hot,702,2800.98
2019-07-16,GTIN-8711918648606,Walls Feast Classic 90ml,TUE,JUL,rainy,hot,884,1759.16
2019-07-16,GTIN-8720000066784,Solero Exotic 90ml,TUE,JUL,rainy,hot,876,1743.24
2019-07-17,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,WED,JUL,cloudy,hot,976,1454.24
2019-07-17,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,WED,JUL,cloudy,hot,984,1466.16
2019-07-17,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,WED,JUL,cloudy,hot,990,2465.1
2019-07-17,GTIN-8000920461235,Calippo Cola 105ml,WED,JUL,cloudy,hot,852,1695.48
2019-07-17,GTIN-8711327313712,Magnum Vegan Classic 90ml,WED,JUL,cloudy,hot,870,2601.3
2019-07-17,GTIN-8711327319714,Cornetto Classico 120ml,WED,JUL,cloudy,hot,781,3116.19
2019-07-17,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,WED,JUL,cloudy,hot,817,2442.83
2019-07-17,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,WED,JUL,cloudy,hot,691,2757.09
2019-07-17,GTIN-8711918648606,Walls Feast Classic 90ml,WED,JUL,cloudy,hot,894,1779.06
2019-07-17,GTIN-8720000066784,Solero Exotic 90ml,WED,JUL,cloudy,hot,892,1775.08
2019-07-18,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,THU,JUL,sunny,hot,1218,1814.82
2019-07-18,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,THU,JUL,sunny,hot,1217,1813.33
2019-07-18,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,THU,JUL,sunny,hot,1251,3114.99
2019-07-18,GTIN-8000920461235,Calippo Cola 105ml,THU,JUL,sunny,hot,1175,2338.25
2019-07-18,GTIN-8711327313712,Magnum Vegan Classic 90ml,THU,JUL,sunny,hot,1030,3079.7
2019-07-18,GTIN-8711327319714,Cornetto Classico 120ml,THU,JUL,sunny,hot,919,3666.81
2019-07-18,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,THU,JUL,sunny,hot,1022,3055.78
2019-07-18,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,THU,JUL,sunny,hot,876,3495.24
2019-07-18,GTIN-8711918648606,Walls Feast Classic 90ml,THU,JUL,sunny,hot,1112,2212.88
2019-07-18,GTIN-8720000066784,Solero Exotic 90ml,THU,JUL,sunny,hot,1024,2037.76
2019-07-19,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,FRI,JUL,sunny,hot,1251,1863.99
2019-07-19,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,FRI,JUL,sunny,hot,1180,1758.2
2019-07-19,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,FRI,JUL,sunny,hot,1208,3007.92
2019-07-19,GTIN-8000920461235,Calippo Cola 105ml,FRI,JUL,sunny,hot,1055,2099.45
2019-07-19,GTIN-8711327313712,Magnum Vegan Classic 90ml,FRI,JUL,sunny,hot,989,2957.11
2019-07-19,GTIN-8711327319714,Cornetto Classico 120ml,FRI,JUL,sunny,hot,867,3459.33
2019-07-19,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,FRI,JUL,sunny,hot,1074,3211.26
2019-07-19,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,FRI,JUL,sunny,hot,912,3638.88
2019-07-19,GTIN-8711918648606,Walls Feast Classic 90ml,FRI,JUL,sunny,hot,1111,2210.89
2019-07-19,GTIN-8720000066784,Solero Exotic 90ml,FRI,JUL,sunny,hot,1042,2073.58
2019-07-20,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,SAT,JUL,sunny,hot,1208,1799.92
2019-07-20,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,SAT,JUL,sunny,hot,1217,1813.33
2019-07-20,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,SAT,JUL,sunny,hot,1217,3030.33
2019-07-20,GTIN-8000920461235,Calippo Cola 105ml,SAT,JUL,sunny,hot,1075,2139.25
2019-07-20,GTIN-8711327313712,Magnum Vegan Classic 90ml,SAT,JUL,sunny,hot,1042,3115.58
2019-07-20,GTIN-8711327319714,Cornetto Classico 120ml,SAT,JUL,sunny,hot,864,3447.36
2019-07-20,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,SAT,JUL,sunny,hot,1004,3001.96
2019-07-20,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,SAT,JUL,sunny,hot,902,3598.98
2019-07-20,GTIN-8711918648606,Walls Feast Classic 90ml,SAT,JUL,sunny,hot,1101,2190.99
2019-07-20,GTIN-8720000066784,Solero Exotic 90ml,SAT,JUL,sunny,hot,1094,2177.06
2019-07-21,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,SUN,JUL,cloudy,hot,941,1402.09
2019-07-21,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,SUN,JUL,cloudy,hot,957,1425.93
2019-07-21,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,SUN,JUL,cloudy,hot,981,2442.69
2019-07-21,GTIN-8000920461235,Calippo Cola 105ml,SUN,JUL,cloudy,hot,798,1588.02
2019-07-21,GTIN-8711327313712,Magnum Vegan Classic 90ml,SUN,JUL,cloudy,hot,768,2296.32
2019-07-21,GTIN-8711327319714,Cornetto Classico 120ml,SUN,JUL,cloudy,hot,734,2928.66
2019-07-21,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,SUN,JUL,cloudy,hot,838,2505.62
2019-07-21,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,SUN,JUL,cloudy,hot,755,3012.45
2019-07-21,GTIN-8711918648606,Walls Feast Classic 90ml,SUN,JUL,cloudy,hot,927,1844.73
2019-07-21,GTIN-8720000066784,Solero Exotic 90ml,SUN,JUL,cloudy,hot,864,1719.36
2019-07-22,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,MON,JUL,rainy,hot,960,1430.4
2019-07-22,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,MON,JUL,rainy,hot,986,1469.14
2019-07-22,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,MON,JUL,rainy,hot,1039,2587.11
2019-07-22,GTIN-8000920461235,Calippo Cola 105ml,MON,JUL,rainy,hot,878,1747.22
2019-07-22,GTIN-8711327313712,Magnum Vegan Classic 90ml,MON,JUL,rainy,hot,816,2439.84
2019-07-22,GTIN-8711327319714,Cornetto Classico 120ml,MON,JUL,rainy,hot,738,2944.62
2019-07-22,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,MON,JUL,rainy,hot,861,2574.39
2019-07-22,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,MON,JUL,rainy,hot,666,2657.34
2019-07-22,GTIN-8711918648606,Walls Feast Classic 90ml,MON,JUL,rainy,hot,892,1775.08
2019-07-22,GTIN-8720000066784,Solero Exotic 90ml,MON,JUL,rainy,hot,835,1661.65
2019-07-23,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,TUE,JUL,cloudy,hot,1018,1516.82
2019-07-23,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,TUE,JUL,cloudy,hot,945,1408.05
2019-07-23,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,TUE,JUL,cloudy,hot,1045,2602.05
2019-07-23,GTIN-8000920461235,Calippo Cola 105ml,TUE,JUL,cloudy,hot,863,1717.37
2019-07-23,GTIN-8711327313712,Magnum Vegan Classic 90ml,TUE,JUL,cloudy,hot,896,2679.04
2019-07-23,GTIN-8711327319714,Cornetto Classico 120ml,TUE,JUL,cloudy,hot,722,2880.78
